,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,VehicleCategory,VehiclePrice,FraudFound_P,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
3113,Dec,1,Saturday,Pontiac,Urban,Monday,Dec,1,Male,Married,62.0,Policy Holder,Sedan,20000 to 29000,0,16,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Collision
3114,Nov,5,Thursday,Honda,Urban,Monday,Dec,1,Male,Married,53.0,Policy Holder,Sport,20000 to 29000,0,8,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability
3115,Jul,2,Sunday,Mazda,Urban,Friday,Jul,5,Male,Married,74.0,Policy Holder,Sport,20000 to 29000,0,15,400,4,more than 30,more than 30,1,more than 7,over 65,No,No,External,none,no change,1 vehicle,1994,Liability
3116,Jun,3,Wednesday,Honda,Urban,Thursday,Jun,3,Male,Single,20.0,Third Party,Sport,more than 69000,0,12,400,4,more than 30,more than 30,none,3 years,21 to 25,No,No,External,more than 5,no change,3 to 4,1994,Collision
3117,Apr,4,Monday,Accura,Urban,Tuesday,May,2,Male,Married,51.0,Policy Holder,Sedan,20000 to 29000,1,7,400,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
3118,Nov,5,Monday,Mazda,Urban,Thursday,Mar,2,Male,Single,32.0,Policy Holder,Sedan,20000 to 29000,0,6,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
3119,Nov,1,Thursday,Pontiac,Urban,Monday,Nov,3,Male,Single,34.0,Policy Holder,Sedan,30000 to 39000,0,3,400,4,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
3120,Oct,5,Friday,Pontiac,Urban,Friday,Oct,5,Male,Single,32.0,Policy Holder,Sport,30000 to 39000,0,7,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,Internal,more than 5,no change,1 vehicle,1994,Liability
3121,Jun,3,Tuesday,Toyota,Urban,Friday,Jun,4,Male,Married,26.0,Policy Holder,Sport,20000 to 29000,0,9,400,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
3122,Jun,3,Saturday,Pontiac,Urban,Monday,Jun,3,Female,Married,44.0,Policy Holder,Sedan,30000 to 39000,0,5,400,3,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
3123,Oct,4,Friday,Honda,Urban,Friday,Nov,2,Male,Married,41.0,Third Party,Sedan,30000 to 39000,0,2,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision
3124,Jan,3,Thursday,Mazda,Urban,Monday,Jan,5,Male,Married,30.0,Policy Holder,Sedan,20000 to 29000,0,14,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
3125,May,2,Tuesday,Pontiac,Urban,Monday,May,3,Male,Married,28.0,Third Party,Sedan,30000 to 39000,0,14,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
3126,Jun,1,Thursday,Toyota,Urban,Thursday,Jun,2,Female,Single,34.0,Policy Holder,Sport,20000 to 29000,0,10,400,2,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
3127,May,3,Friday,Chevrolet,Rural,Monday,May,4,Male,Married,45.0,Third Party,Sedan,more than 69000,0,2,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
3128,May,3,Wednesday,Honda,Rural,Wednesday,May,4,Male,Married,34.0,Third Party,Sedan,20000 to 29000,0,13,400,2,more than 30,more than 30,1,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
3129,Apr,4,Tuesday,Honda,Urban,Monday,May,1,Male,Single,34.0,Policy Holder,Sedan,more than 69000,1,8,400,3,more than 30,more than 30,none,new,16 to 17,No,No,External,none,4 to 8 years,2 vehicles,1994,All Perils
3130,Jul,1,Friday,VW,Urban,Monday,Jul,1,Male,Single,34.0,Third Party,Sport,more than 69000,0,6,400,3,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
3131,Apr,4,Tuesday,Toyota,Urban,Tuesday,Apr,4,Male,Married,36.0,Policy Holder,Sport,30000 to 39000,1,6,700,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
3132,Jul,3,Sunday,Pontiac,Urban,Wednesday,Aug,1,Male,Married,26.0,Third Party,Sedan,20000 to 29000,0,15,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
3133,Jul,3,Saturday,Pontiac,Urban,Monday,Jul,3,Male,Single,30.0,Policy Holder,Sedan,more than 69000,0,5,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
3134,Aug,2,Sunday,Toyota,Urban,Tuesday,Aug,2,Male,Married,41.0,Policy Holder,Sport,20000 to 29000,0,4,400,2,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
3135,Aug,2,Saturday,Honda,Urban,Tuesday,Aug,3,Male,Married,31.0,Policy Holder,Sedan,20000 to 29000,0,2,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
3136,Sep,4,Wednesday,Chevrolet,Urban,Friday,Sep,4,Male,Married,52.0,Policy Holder,Sedan,20000 to 29000,0,3,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
3137,Sep,3,Sunday,Toyota,Urban,Wednesday,Sep,4,Male,Single,30.0,Policy Holder,Sedan,less than 20000,0,10,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
3138,Oct,2,Monday,Chevrolet,Urban,Wednesday,Oct,3,Male,Married,45.0,Policy Holder,Sport,20000 to 29000,0,2,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
3139,Oct,1,Thursday,Pontiac,Rural,Friday,Oct,2,Male,Married,30.0,Policy Holder,Sport,30000 to 39000,0,16,400,4,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
3140,Apr,4,Tuesday,Mazda,Rural,Thursday,May,1,Male,Married,36.0,Policy Holder,Sedan,20000 to 29000,1,1,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
3141,Oct,4,Wednesday,Pontiac,Urban,Thursday,Oct,4,Male,Single,38.0,Policy Holder,Sport,30000 to 39000,0,15,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
3142,Apr,4,Tuesday,Toyota,Urban,Tuesday,May,3,Female,Single,35.0,Policy Holder,Sedan,20000 to 29000,1,10,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
3143,Nov,2,Tuesday,Toyota,Urban,Thursday,Nov,3,Male,Married,36.0,Policy Holder,Sedan,more than 69000,0,14,400,2,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision
3144,Dec,4,Monday,Honda,Urban,Monday,Jan,1,Male,Married,43.0,Policy Holder,Sport,30000 to 39000,0,15,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
3145,Dec,4,Thursday,Pontiac,Urban,Monday,Jan,1,Male,Married,61.0,Third Party,Sport,more than 69000,0,7,400,4,more than 30,more than 30,2 to 4,6 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Liability
3146,May,3,Monday,Toyota,Urban,Friday,May,3,Female,Married,52.0,Policy Holder,Sedan,20000 to 29000,0,12,400,2,more than 30,more than 30,none,5 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
3147,May,3,Monday,Toyota,Urban,Monday,May,3,Male,Married,28.0,Policy Holder,Sport,30000 to 39000,0,3,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
3148,Apr,4,Tuesday,Honda,Urban,Tuesday,May,2,Male,Married,45.0,Third Party,Sedan,20000 to 29000,0,4,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
3149,Nov,4,Wednesday,Honda,Urban,Wednesday,Nov,4,Male,Married,28.0,Policy Holder,Sedan,20000 to 29000,0,2,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
3150,Jun,4,Wednesday,VW,Rural,Wednesday,Jun,4,Male,Married,53.0,Policy Holder,Sport,more than 69000,0,13,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,4 to 8 years,2 vehicles,1994,Liability
3151,Aug,5,Wednesday,Toyota,Rural,Thursday,Sep,1,Female,Single,32.0,Policy Holder,Sedan,20000 to 29000,0,6,400,1,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
3152,Jul,3,Tuesday,Toyota,Urban,Tuesday,Jul,4,Male,Married,51.0,Policy Holder,Sedan,20000 to 29000,0,11,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
3153,Jul,3,Tuesday,Pontiac,Urban,Wednesday,Jul,3,Male,Married,38.0,Policy Holder,Sedan,20000 to 29000,0,15,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision
3154,Dec,1,Saturday,Pontiac,Urban,Wednesday,Jan,1,Male,Married,55.0,Third Party,Sedan,20000 to 29000,0,4,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
3155,Nov,5,Wednesday,Mazda,Urban,Wednesday,Dec,4,Male,Single,32.0,Policy Holder,Sport,20000 to 29000,0,7,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
3156,Apr,4,Wednesday,Honda,Urban,Friday,May,1,Male,Single,38.0,Third Party,Sedan,more than 69000,0,8,400,3,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Collision
3157,Aug,3,Friday,Pontiac,Urban,Friday,Aug,4,Male,Married,38.0,Third Party,Sedan,20000 to 29000,0,3,400,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,3 to 4,1994,Collision
3158,Sep,2,Saturday,Chevrolet,Urban,Friday,Sep,3,Male,Married,33.0,Policy Holder,Sedan,more than 69000,0,6,400,1,more than 30,more than 30,none,6 years,31 to 35,Yes,No,External,1 to 2,no change,1 vehicle,1994,All Perils
3159,Sep,4,Tuesday,Mazda,Urban,Tuesday,Sep,4,Male,Married,32.0,Policy Holder,Sedan,30000 to 39000,0,8,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
3160,Sep,3,Monday,Pontiac,Urban,Tuesday,Sep,3,Male,Single,34.0,Policy Holder,Sedan,20000 to 29000,0,10,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
3161,Sep,3,Monday,Honda,Urban,Tuesday,Sep,3,Female,Married,41.0,Policy Holder,Sport,more than 69000,0,16,400,3,more than 30,more than 30,2 to 4,3 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
3162,Oct,2,Monday,Pontiac,Urban,Wednesday,Oct,2,Male,Married,43.0,Policy Holder,Sedan,20000 to 29000,0,16,700,4,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,1 to 2,2 to 3 years,1 vehicle,1994,All Perils
3163,Nov,4,Sunday,Honda,Urban,Monday,Nov,4,Male,Single,34.0,Third Party,Sport,20000 to 29000,0,8,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
3164,Jan,2,Friday,Mazda,Urban,Friday,Mar,2,Male,Married,36.0,Policy Holder,Sport,more than 69000,0,10,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
3165,Jan,2,Saturday,Pontiac,Urban,Monday,Mar,4,Male,Single,20.0,Policy Holder,Sedan,20000 to 29000,0,15,400,3,more than 30,more than 30,2 to 4,3 years,21 to 25,No,No,External,more than 5,no change,1 vehicle,1994,Collision
3166,Feb,4,Friday,Toyota,Urban,Friday,Mar,1,Male,Married,26.0,Third Party,Sedan,20000 to 29000,0,6,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
3167,Jan,1,Sunday,Pontiac,Urban,Thursday,Dec,5,Male,Married,58.0,Policy Holder,Sedan,20000 to 29000,0,9,400,3,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
3168,Feb,4,Monday,VW,Rural,Friday,Mar,1,Male,Married,40.0,Policy Holder,Sedan,30000 to 39000,0,12,400,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
3169,Dec,3,Friday,VW,Urban,Monday,Jan,2,Male,Married,47.0,Third Party,Sport,40000 to 59000,0,11,400,2,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability
3170,Aug,1,Friday,Mazda,Urban,Tuesday,Aug,2,Female,Single,27.0,Policy Holder,Sport,30000 to 39000,0,1,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
3171,Apr,2,Tuesday,Toyota,Urban,Monday,May,3,Male,Married,57.0,Policy Holder,Sedan,20000 to 29000,0,1,400,4,more than 30,more than 30,1,more than 7,51 to 65,Yes,No,External,3 to 5,4 to 8 years,2 vehicles,1994,Collision
3172,Apr,4,Wednesday,Honda,Urban,Tuesday,May,1,Male,Single,30.0,Policy Holder,Sedan,more than 69000,1,3,400,1,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,All Perils
3173,Sep,4,Sunday,Mazda,Urban,Monday,Sep,4,Male,Single,30.0,Policy Holder,Sport,20000 to 29000,0,15,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
3174,Dec,2,Tuesday,Pontiac,Rural,Thursday,Dec,3,Male,Married,50.0,Policy Holder,Sedan,20000 to 29000,0,5,400,2,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Collision
3175,Dec,2,Saturday,Chevrolet,Urban,Monday,Dec,2,Male,Married,34.0,Third Party,Sport,30000 to 39000,0,7,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
3176,Sep,4,Saturday,Toyota,Urban,Monday,Sep,4,Male,Married,79.0,Policy Holder,Sport,30000 to 39000,0,5,400,1,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1994,Liability
3177,Dec,3,Wednesday,VW,Urban,Thursday,Jan,2,Male,Married,36.0,Policy Holder,Sedan,more than 69000,0,10,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
3178,Dec,2,Wednesday,Accura,Urban,Wednesday,Dec,2,Male,Married,31.0,Third Party,Sedan,20000 to 29000,0,16,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
3179,Apr,4,Wednesday,Chevrolet,Urban,Tuesday,May,1,Male,Married,52.0,Third Party,Utility,more than 69000,0,15,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
3180,Jun,2,Wednesday,Pontiac,Rural,Wednesday,Jun,3,Male,Married,39.0,Policy Holder,Sedan,30000 to 39000,0,4,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision
3181,Sep,5,Friday,Pontiac,Urban,Tuesday,Oct,1,Male,Single,27.0,Third Party,Sport,20000 to 29000,0,6,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
3182,Sep,5,Friday,Pontiac,Rural,Wednesday,Oct,1,Male,Married,34.0,Policy Holder,Sedan,more than 69000,0,3,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,Internal,more than 5,no change,1 vehicle,1994,Collision
3183,Sep,2,Wednesday,Pontiac,Urban,Thursday,Sep,3,Male,Single,20.0,Third Party,Sedan,20000 to 29000,0,11,400,2,more than 30,more than 30,none,3 years,21 to 25,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
3184,Sep,2,Sunday,Pontiac,Urban,Monday,Sep,4,Male,Single,34.0,Policy Holder,Sport,20000 to 29000,0,15,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
3185,Dec,3,Monday,Mazda,Urban,Tuesday,Dec,3,Male,Married,51.0,Policy Holder,Sport,20000 to 29000,0,14,400,1,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,1 to 2,1 year,1 vehicle,1994,Liability
3186,Apr,4,Wednesday,Pontiac,Urban,Tuesday,May,1,Male,Married,40.0,Policy Holder,Sedan,more than 69000,1,1,400,2,more than 30,more than 30,1,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
3187,Sep,3,Friday,Chevrolet,Urban,Tuesday,Sep,4,Male,Married,38.0,Policy Holder,Sport,20000 to 29000,0,12,400,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
3188,Sep,2,Tuesday,Mazda,Urban,Wednesday,Sep,3,Male,Single,28.0,Policy Holder,Sport,30000 to 39000,0,9,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
3189,Sep,3,Wednesday,Pontiac,Rural,Monday,Sep,4,Male,Married,27.0,Third Party,Sedan,20000 to 29000,0,1,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
3190,Jul,2,Wednesday,Honda,Urban,Monday,Jul,3,Male,Married,54.0,Policy Holder,Sport,30000 to 39000,0,4,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability
3191,Apr,5,Thursday,Toyota,Urban,Thursday,Apr,5,Male,Single,45.0,Policy Holder,Sedan,40000 to 59000,1,16,400,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
3192,Apr,5,Thursday,Toyota,Urban,Thursday,Apr,5,Male,Married,63.0,Policy Holder,Sedan,30000 to 39000,1,2,400,3,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,4 to 8 years,2 vehicles,1994,Collision
3193,May,4,Sunday,Pontiac,Urban,Wednesday,Jun,2,Male,Married,50.0,Policy Holder,Sedan,20000 to 29000,0,10,700,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision
3194,May,2,Saturday,Honda,Urban,Wednesday,May,3,Female,Single,28.0,Policy Holder,Sedan,20000 to 29000,0,16,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,Internal,1 to 2,no change,1 vehicle,1994,Collision
3195,May,2,Thursday,Honda,Urban,Friday,May,2,Male,Married,33.0,Third Party,Sedan,20000 to 29000,0,9,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
3196,May,2,Wednesday,Pontiac,Urban,Wednesday,May,2,Male,Married,39.0,Policy Holder,Sport,30000 to 39000,0,14,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
3197,May,2,Wednesday,Honda,Urban,Thursday,May,2,Male,Married,52.0,Policy Holder,Sedan,20000 to 29000,0,4,400,1,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Collision
3198,May,1,Friday,Pontiac,Urban,Friday,May,1,Male,Married,72.0,Third Party,Sedan,less than 20000,0,8,400,4,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,3 to 5,no change,3 to 4,1994,All Perils
3199,May,1,Saturday,Toyota,Urban,Thursday,May,2,Male,Married,23.0,Policy Holder,Sedan,20000 to 29000,0,5,400,3,more than 30,more than 30,1,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,Collision
3200,Apr,5,Sunday,Pontiac,Urban,Friday,May,2,Male,Single,25.0,Third Party,Sedan,20000 to 29000,0,4,400,1,more than 30,more than 30,none,2 years,26 to 30,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
3201,Oct,3,Saturday,Pontiac,Urban,Monday,Nov,3,Male,Married,57.0,Policy Holder,Sport,20000 to 29000,0,12,400,3,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
3202,Oct,3,Saturday,Pontiac,Urban,Monday,Oct,3,Male,Married,44.0,Policy Holder,Sedan,30000 to 39000,0,16,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
3203,Sep,4,Sunday,Chevrolet,Urban,Wednesday,Oct,1,Male,Married,46.0,Policy Holder,Sedan,30000 to 39000,0,8,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
3204,Sep,4,Friday,Toyota,Urban,Friday,Sep,4,Male,Married,30.0,Policy Holder,Sedan,20000 to 29000,0,7,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
3205,Sep,3,Saturday,Pontiac,Urban,Friday,Sep,4,Female,Single,22.0,Policy Holder,Sedan,20000 to 29000,0,7,400,2,more than 30,more than 30,more than 4,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,Collision
3206,Sep,1,Monday,Chevrolet,Urban,Thursday,Sep,2,Male,Married,49.0,Third Party,Sport,more than 69000,0,16,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Liability
3207,Sep,1,Tuesday,Mazda,Urban,Thursday,Sep,3,Female,Single,30.0,Third Party,Sport,20000 to 29000,0,12,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
