PolicyNumber,DayOfWeek,WeekOfMonth,Month,Year,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,AccidentArea,NumberOfCars,Fault,PoliceReportFiled,WitnessPresent,Sex,Age,AgeOfPolicyHolder,MaritalStatus,DriverRating,Make,VehicleCategory,VehiclePrice,AgeOfVehicle,BasePolicy,PolicyType,RepNumber,AgentType,Deductible,Days_Policy_Accident,Days_Policy_Claim,NumberOfSuppliments,AddressChange_Claim,PastNumberOfClaims,FraudFound_P
3404,Wednesday,1,Oct,1994,Tuesday,Oct,3,Urban,3 to 4,Policy Holder,No,No,Male,27,31 to 35,Married,4,Accura,Utility,more than 69000,7 years,All Perils,Utility - All Perils,2,External,400,more than 30,more than 30,none,no change,none,0
3405,Saturday,2,Oct,1994,Friday,Oct,2,Urban,1 vehicle,Policy Holder,No,No,Female,25,26 to 30,Single,4,Pontiac,Sedan,less than 20000,5 years,Collision,Sedan - Collision,5,External,400,more than 30,more than 30,1 to 2,no change,1,0
3406,Wednesday,2,Oct,1994,Wednesday,Oct,3,Urban,1 vehicle,Third Party,No,No,Male,36,36 to 40,Married,3,Chevrolet,Utility,more than 69000,more than 7,All Perils,Utility - All Perils,11,External,400,more than 30,more than 30,more than 5,no change,more than 4,0
3407,Friday,1,May,1994,Friday,May,1,Urban,1 vehicle,Policy Holder,No,No,Male,39,36 to 40,Single,1,Pontiac,Sedan,less than 20000,7 years,Collision,Sedan - Collision,5,External,400,more than 30,more than 30,1 to 2,no change,none,1
3408,Friday,1,May,1994,Thursday,Jun,2,Urban,1 vehicle,Policy Holder,No,No,Male,51,41 to 50,Married,1,Toyota,Sedan,20000 to 29000,7 years,Collision,Sedan - Collision,11,External,400,more than 30,more than 30,none,no change,none,1
3409,Friday,4,Dec,1994,Wednesday,Dec,4,Rural,1 vehicle,Third Party,No,No,Male,36,36 to 40,Married,3,Ford,Utility,more than 69000,7 years,All Perils,Utility - All Perils,5,External,400,more than 30,more than 30,1 to 2,no change,none,0
3410,Monday,1,Dec,1994,Monday,Dec,3,Urban,1 vehicle,Policy Holder,No,No,Male,35,31 to 35,Single,2,Chevrolet,Sport,20000 to 29000,7 years,Liability,Sedan - Liability,9,External,400,more than 30,more than 30,none,no change,1,0
3411,Wednesday,3,Oct,1994,Monday,Nov,1,Urban,1 vehicle,Policy Holder,No,No,Male,40,36 to 40,Married,4,Toyota,Sedan,30000 to 39000,7 years,All Perils,Sedan - All Perils,10,External,700,more than 30,more than 30,none,no change,none,0
3412,Friday,2,Oct,1994,Thursday,Oct,3,Urban,1 vehicle,Policy Holder,No,No,Male,31,31 to 35,Married,2,Nisson,Sedan,30000 to 39000,6 years,Collision,Sedan - Collision,10,External,400,more than 30,more than 30,none,no change,2 to 4,0
3413,Thursday,5,Aug,1994,Tuesday,Nov,3,Rural,1 vehicle,Policy Holder,No,No,Male,40,36 to 40,Married,2,Nisson,Sport,more than 69000,6 years,Liability,Sedan - Liability,1,External,400,more than 30,more than 30,more than 5,no change,2 to 4,0
3414,Tuesday,3,Aug,1994,Thursday,Aug,3,Urban,1 vehicle,Policy Holder,No,No,Male,27,31 to 35,Married,1,Toyota,Sedan,20000 to 29000,7 years,All Perils,Sedan - All Perils,4,External,400,more than 30,more than 30,more than 5,no change,none,0
3415,Tuesday,1,Aug,1994,Friday,Aug,2,Urban,1 vehicle,Policy Holder,No,No,Male,29,31 to 35,Married,2,Pontiac,Sedan,20000 to 29000,7 years,All Perils,Sedan - All Perils,1,External,400,more than 30,more than 30,1 to 2,no change,none,0
3416,Tuesday,2,Jun,1994,Tuesday,Jun,3,Urban,1 vehicle,Policy Holder,No,No,Male,37,36 to 40,Married,4,Honda,Sport,30000 to 39000,7 years,Liability,Sedan - Liability,3,External,400,more than 30,more than 30,more than 5,no change,2 to 4,0
3417,Monday,1,Jun,1994,Thursday,Oct,4,Urban,1 vehicle,Policy Holder,No,No,Male,29,31 to 35,Married,1,Chevrolet,Sport,20000 to 29000,6 years,Liability,Sedan - Liability,12,External,400,more than 30,more than 30,1 to 2,no change,more than 4,0
3418,Sunday,1,Jun,1994,Tuesday,Jun,2,Urban,1 vehicle,Policy Holder,No,No,Male,33,31 to 35,Married,4,Mazda,Sedan,20000 to 29000,4 years,All Perils,Sedan - All Perils,11,External,400,more than 30,more than 30,3 to 5,2 to 3 years,none,0
3419,Sunday,3,May,1994,Tuesday,May,4,Rural,1 vehicle,Policy Holder,No,No,Male,34,31 to 35,Single,4,Chevrolet,Sedan,20000 to 29000,6 years,All Perils,Sedan - All Perils,12,External,400,more than 30,more than 30,1 to 2,no change,none,0
3420,Monday,3,May,1994,Monday,May,3,Rural,1 vehicle,Policy Holder,No,No,Male,28,31 to 35,Married,3,Honda,Sedan,less than 20000,6 years,All Perils,Sedan - All Perils,11,External,400,more than 30,more than 30,1 to 2,no change,2 to 4,0
3421,Tuesday,1,May,1994,Tuesday,May,1,Urban,1 vehicle,Policy Holder,No,No,Male,53,41 to 50,Married,2,Honda,Sport,30000 to 39000,7 years,Liability,Sedan - Liability,2,External,400,more than 30,more than 30,more than 5,no change,none,0
3422,Friday,1,May,1994,Monday,May,3,Urban,1 vehicle,Policy Holder,No,No,Male,33,31 to 35,Single,2,Pontiac,Sedan,20000 to 29000,5 years,All Perils,Sedan - All Perils,2,External,400,more than 30,more than 30,none,no change,1,1
3423,Friday,1,May,1994,Wednesday,May,2,Urban,1 vehicle,Policy Holder,No,No,Male,30,31 to 35,Divorced,1,Honda,Sedan,30000 to 39000,6 years,All Perils,Sedan - All Perils,14,External,400,more than 30,more than 30,none,no change,2 to 4,1
3424,Saturday,1,Feb,1994,Friday,Feb,2,Urban,2 vehicles,Policy Holder,No,No,Female,62,51 to 65,Married,1,Mazda,Sport,less than 20000,7 years,Liability,Sedan - Liability,7,External,400,more than 30,more than 30,1 to 2,4 to 8 years,1,0
3425,Wednesday,1,Feb,1994,Monday,Feb,1,Urban,1 vehicle,Policy Holder,No,No,Male,45,36 to 40,Married,3,Chevrolet,Sport,30000 to 39000,7 years,Liability,Sedan - Liability,14,External,400,more than 30,more than 30,more than 5,no change,1,0
3426,Wednesday,1,Feb,1994,Thursday,Feb,1,Urban,1 vehicle,Third Party,No,No,Female,69,over 65,Married,1,Pontiac,Sedan,20000 to 29000,7 years,All Perils,Sedan - All Perils,3,External,400,more than 30,more than 30,none,no change,2 to 4,0
3427,Thursday,1,Feb,1994,Monday,Feb,1,Urban,1 vehicle,Policy Holder,No,No,Male,27,31 to 35,Single,1,Toyota,Sedan,20000 to 29000,6 years,Collision,Sedan - Collision,12,External,400,more than 30,more than 30,none,no change,1,0
3428,Tuesday,5,Jan,1994,Friday,Feb,1,Urban,1 vehicle,Policy Holder,No,No,Female,28,31 to 35,Single,3,Mazda,Sport,20000 to 29000,6 years,Liability,Sedan - Liability,5,External,400,more than 30,more than 30,3 to 5,no change,2 to 4,0
3429,Monday,5,Jan,1994,Wednesday,Feb,1,Urban,1 vehicle,Policy Holder,No,No,Male,61,51 to 65,Married,1,Pontiac,Sedan,20000 to 29000,more than 7,Collision,Sedan - Collision,7,External,400,more than 30,more than 30,none,no change,1,0
3430,Friday,4,Jan,1994,Monday,Feb,1,Urban,1 vehicle,Third Party,No,No,Male,39,36 to 40,Single,4,Honda,Sport,more than 69000,more than 7,Liability,Sedan - Liability,3,External,400,more than 30,more than 30,1 to 2,no change,2 to 4,0
3431,Friday,4,Jan,1994,Tuesday,Jan,5,Urban,1 vehicle,Policy Holder,No,No,Male,49,41 to 50,Married,4,Saturn,Sedan,20000 to 29000,7 years,All Perils,Sedan - All Perils,1,External,400,more than 30,more than 30,none,no change,2 to 4,0
3432,Saturday,5,Jan,1994,Friday,Jun,3,Urban,1 vehicle,Third Party,No,No,Female,63,51 to 65,Married,3,Pontiac,Sport,20000 to 29000,7 years,Liability,Sedan - Liability,6,External,400,more than 30,more than 30,3 to 5,no change,2 to 4,0
3433,Tuesday,4,Jan,1994,Friday,Feb,1,Urban,1 vehicle,Policy Holder,No,No,Male,45,36 to 40,Married,2,Chevrolet,Utility,more than 69000,6 years,All Perils,Utility - All Perils,3,External,400,more than 30,more than 30,3 to 5,no change,more than 4,0
3434,Saturday,2,May,1994,Friday,May,3,Urban,1 vehicle,Third Party,No,No,Male,38,36 to 40,Married,3,Pontiac,Sedan,20000 to 29000,more than 7,Collision,Sedan - Collision,13,External,400,more than 30,more than 30,none,no change,2 to 4,0
3435,Monday,4,Jan,1994,Wednesday,Feb,1,Rural,1 vehicle,Policy Holder,No,No,Male,60,51 to 65,Married,2,Toyota,Sport,30000 to 39000,more than 7,Liability,Sedan - Liability,13,External,400,more than 30,more than 30,3 to 5,no change,none,0
3436,Sunday,4,Jan,1994,Monday,Jan,4,Urban,1 vehicle,Policy Holder,No,No,Male,55,41 to 50,Single,3,Pontiac,Sport,20000 to 29000,7 years,Liability,Sedan - Liability,9,External,400,more than 30,more than 30,1 to 2,no change,1,0
3437,Monday,4,Jan,1994,Tuesday,Feb,2,Urban,1 vehicle,Policy Holder,No,No,Male,44,36 to 40,Single,3,Accura,Sedan,20000 to 29000,7 years,All Perils,Sedan - All Perils,12,External,400,more than 30,more than 30,1 to 2,no change,2 to 4,0
3438,Friday,3,Jan,1994,Tuesday,Jan,4,Urban,1 vehicle,Policy Holder,No,No,Male,53,41 to 50,Married,1,Toyota,Sedan,20000 to 29000,more than 7,All Perils,Sedan - All Perils,9,External,400,more than 30,more than 30,more than 5,no change,2 to 4,0
3439,Thursday,3,Jan,1994,Thursday,Jan,3,Urban,1 vehicle,Policy Holder,No,No,Male,41,36 to 40,Married,2,Honda,Sport,20000 to 29000,7 years,Liability,Sedan - Liability,4,External,400,more than 30,more than 30,more than 5,no change,2 to 4,0
3440,Saturday,4,Jan,1994,Monday,Jan,4,Urban,1 vehicle,Third Party,Yes,Yes,Female,22,26 to 30,Single,1,Pontiac,Sedan,20000 to 29000,5 years,Collision,Sedan - Collision,1,External,400,more than 30,more than 30,1 to 2,no change,more than 4,0
3441,Friday,3,Jan,1994,Wednesday,Jan,4,Urban,1 vehicle,Policy Holder,No,No,Female,24,26 to 30,Single,1,Honda,Sedan,less than 20000,4 years,All Perils,Sedan - All Perils,5,External,400,more than 30,more than 30,none,no change,1,0
3442,Wednesday,5,Dec,1994,Thursday,Dec,5,Urban,1 vehicle,Third Party,No,No,Male,28,31 to 35,Married,2,Mazda,Sport,more than 69000,5 years,Collision,Sport - Collision,7,External,400,more than 30,more than 30,none,no change,none,0
3443,Thursday,5,Dec,1994,Monday,Jan,1,Urban,1 vehicle,Policy Holder,No,No,Male,39,36 to 40,Single,4,Toyota,Sedan,less than 20000,7 years,Collision,Sedan - Collision,7,External,400,more than 30,more than 30,1 to 2,no change,none,0
3444,Saturday,2,May,1994,Monday,May,2,Urban,1 vehicle,Policy Holder,No,No,Male,26,31 to 35,Single,3,Mazda,Sedan,20000 to 29000,7 years,Collision,Sedan - Collision,13,External,400,more than 30,more than 30,more than 5,no change,none,1
3445,Thursday,2,Dec,1994,Wednesday,Dec,3,Urban,3 to 4,Third Party,No,No,Male,32,31 to 35,Single,3,Accura,Sedan,30000 to 39000,7 years,Collision,Sedan - Collision,10,External,400,more than 30,more than 30,none,4 to 8 years,1,0
3446,Monday,2,Oct,1994,Friday,Oct,3,Urban,1 vehicle,Third Party,No,No,Male,21,26 to 30,Single,4,Honda,Sedan,30000 to 39000,6 years,All Perils,Sedan - All Perils,7,External,400,more than 30,more than 30,more than 5,no change,2 to 4,0
3447,Friday,2,Oct,1994,Friday,Oct,2,Urban,1 vehicle,Policy Holder,No,No,Male,35,31 to 35,Single,1,Pontiac,Sedan,20000 to 29000,7 years,Collision,Sedan - Collision,7,External,400,more than 30,more than 30,1 to 2,no change,none,0
3448,Wednesday,3,Sep,1994,Wednesday,Oct,1,Urban,1 vehicle,Policy Holder,No,No,Male,43,36 to 40,Single,2,Pontiac,Sedan,less than 20000,7 years,All Perils,Sedan - All Perils,11,External,400,more than 30,more than 30,3 to 5,no change,none,0
3449,Friday,2,Sep,1994,Monday,Sep,3,Urban,1 vehicle,Policy Holder,No,No,Male,24,26 to 30,Single,1,Chevrolet,Sedan,20000 to 29000,5 years,Collision,Sedan - Collision,14,External,400,more than 30,more than 30,none,no change,more than 4,0
3450,Tuesday,1,Aug,1994,Thursday,Feb,1,Urban,1 vehicle,Policy Holder,No,No,Male,18,21 to 25,Single,2,Pontiac,Sedan,less than 20000,3 years,All Perils,Sedan - All Perils,11,External,400,more than 30,more than 30,more than 5,no change,1,0
3451,Wednesday,1,Aug,1994,Friday,Aug,2,Urban,1 vehicle,Policy Holder,No,No,Male,37,36 to 40,Married,3,Mazda,Utility,more than 69000,7 years,All Perils,Utility - All Perils,12,External,400,more than 30,more than 30,1 to 2,no change,2 to 4,0
3452,Friday,4,Jun,1994,Thursday,Jul,2,Urban,1 vehicle,Policy Holder,No,No,Male,59,51 to 65,Married,1,Toyota,Sedan,20000 to 29000,more than 7,All Perils,Sedan - All Perils,11,External,400,more than 30,more than 30,none,no change,more than 4,0
3453,Saturday,4,May,1994,Monday,May,4,Urban,1 vehicle,Third Party,No,No,Male,31,31 to 35,Married,2,Honda,Sport,more than 69000,6 years,Collision,Sport - Collision,8,External,400,more than 30,more than 30,none,no change,none,0
3454,Saturday,4,May,1994,Wednesday,Jun,1,Urban,1 vehicle,Policy Holder,No,No,Male,42,36 to 40,Married,4,Chevrolet,Sedan,more than 69000,7 years,Collision,Sedan - Collision,10,External,400,more than 30,more than 30,3 to 5,no change,2 to 4,0
3455,Wednesday,1,Feb,1994,Friday,Feb,1,Urban,1 vehicle,Policy Holder,No,No,Male,36,36 to 40,Married,4,Pontiac,Sport,20000 to 29000,7 years,Liability,Sedan - Liability,6,External,400,more than 30,more than 30,more than 5,no change,more than 4,0
3456,Thursday,1,Feb,1994,Thursday,Feb,1,Urban,1 vehicle,Policy Holder,No,No,Male,32,31 to 35,Single,3,Toyota,Sport,20000 to 29000,6 years,Liability,Sedan - Liability,2,External,400,more than 30,more than 30,more than 5,no change,1,0
3457,Sunday,2,May,1994,Tuesday,May,4,Rural,1 vehicle,Policy Holder,No,No,Male,29,31 to 35,Single,1,Mazda,Sedan,20000 to 29000,7 years,Collision,Sedan - Collision,4,External,400,more than 30,more than 30,none,no change,1,1
3458,Thursday,3,Jan,1994,Friday,Jan,4,Urban,1 vehicle,Policy Holder,No,No,Male,49,41 to 50,Married,2,Dodge,Sport,more than 69000,5 years,Liability,Sedan - Liability,16,External,400,more than 30,more than 30,3 to 5,no change,2 to 4,0
3459,Thursday,3,Jan,1994,Friday,Jan,4,Urban,1 vehicle,Third Party,No,No,Male,41,36 to 40,Married,3,Toyota,Sedan,20000 to 29000,7 years,Collision,Sedan - Collision,1,External,400,more than 30,more than 30,1 to 2,1 year,1,0
3460,Monday,4,Jan,1994,Tuesday,Jan,4,Urban,1 vehicle,Policy Holder,No,No,Male,46,41 to 50,Married,4,Honda,Sport,20000 to 29000,more than 7,Liability,Sedan - Liability,4,External,400,more than 30,more than 30,1 to 2,no change,1,0
3461,Sunday,2,May,1994,Monday,May,2,Urban,1 vehicle,Policy Holder,No,No,Male,21,26 to 30,Single,1,Mazda,Sedan,30000 to 39000,5 years,Collision,Sedan - Collision,10,External,400,more than 30,more than 30,none,no change,1,1
3462,Monday,4,Jan,1994,Monday,Jan,4,Urban,1 vehicle,Policy Holder,No,No,Male,51,41 to 50,Married,3,Pontiac,Sport,20000 to 29000,more than 7,Liability,Sedan - Liability,16,External,400,more than 30,more than 30,1 to 2,no change,1,0
3463,Sunday,2,May,1994,Friday,May,2,Urban,1 vehicle,Policy Holder,No,No,Male,28,31 to 35,Married,4,Mazda,Sedan,30000 to 39000,7 years,All Perils,Sedan - All Perils,9,External,400,more than 30,more than 30,none,no change,2 to 4,1
3464,Sunday,2,Feb,1994,Monday,Feb,2,Urban,1 vehicle,Policy Holder,No,No,Male,36,36 to 40,Single,4,Toyota,Sport,20000 to 29000,7 years,Liability,Sedan - Liability,11,External,400,more than 30,more than 30,none,no change,none,0
3465,Saturday,2,Feb,1994,Tuesday,Feb,3,Rural,1 vehicle,Third Party,No,No,Male,58,51 to 65,Married,3,Pontiac,Sedan,30000 to 39000,more than 7,Collision,Sedan - Collision,15,External,400,more than 30,more than 30,1 to 2,no change,none,0
3466,Saturday,4,Feb,1994,Thursday,Mar,1,Urban,2 vehicles,Policy Holder,No,No,Male,31,31 to 35,Single,2,Mazda,Sport,30000 to 39000,7 years,Liability,Sedan - Liability,3,External,400,more than 30,more than 30,none,4 to 8 years,more than 4,0
3467,Monday,3,Feb,1994,Tuesday,Feb,4,Rural,1 vehicle,Third Party,No,No,Male,71,over 65,Married,3,Toyota,Sedan,20000 to 29000,more than 7,All Perils,Sedan - All Perils,12,External,400,more than 30,more than 30,1 to 2,no change,none,0
3468,Wednesday,1,Nov,1994,Thursday,Nov,1,Urban,1 vehicle,Policy Holder,No,No,Female,37,36 to 40,Married,4,Mazda,Sport,20000 to 29000,6 years,Liability,Sedan - Liability,4,External,400,more than 30,more than 30,more than 5,no change,more than 4,0
3469,Friday,1,Sep,1994,Thursday,Sep,2,Urban,1 vehicle,Policy Holder,No,No,Female,35,31 to 35,Married,3,Honda,Sedan,20000 to 29000,7 years,Collision,Sedan - Collision,3,External,500,more than 30,more than 30,more than 5,2 to 3 years,2 to 4,0
3470,Monday,4,Mar,1994,Monday,Mar,4,Urban,1 vehicle,Policy Holder,No,No,Male,37,36 to 40,Single,1,Honda,Sedan,20000 to 29000,6 years,Collision,Sedan - Collision,14,External,400,more than 30,more than 30,none,no change,none,0
3471,Monday,3,Mar,1994,Wednesday,Mar,4,Urban,1 vehicle,Policy Holder,No,No,Female,40,36 to 40,Single,3,Pontiac,Sport,30000 to 39000,3 years,Liability,Sedan - Liability,1,External,400,8 to 15,15 to 30,none,no change,none,0
3472,Monday,3,Feb,1994,Friday,Feb,3,Rural,1 vehicle,Policy Holder,No,No,Male,80,over 65,Married,3,Toyota,Sedan,less than 20000,7 years,All Perils,Sedan - All Perils,10,External,400,more than 30,more than 30,none,no change,1,0
3473,Monday,3,Feb,1994,Monday,Feb,3,Urban,1 vehicle,Policy Holder,No,No,Male,37,36 to 40,Married,3,Pontiac,Sedan,less than 20000,7 years,All Perils,Sedan - All Perils,15,External,700,more than 30,more than 30,3 to 5,no change,none,0
3474,Wednesday,1,Jun,1994,Monday,Jun,1,Urban,1 vehicle,Policy Holder,No,No,Male,18,21 to 25,Single,2,Accura,Sedan,20000 to 29000,3 years,Collision,Sedan - Collision,14,External,400,more than 30,more than 30,1 to 2,no change,2 to 4,0
3475,Friday,1,Mar,1994,Friday,Mar,3,Urban,1 vehicle,Policy Holder,No,No,Male,27,31 to 35,Single,2,Chevrolet,Utility,more than 69000,7 years,All Perils,Utility - All Perils,13,External,400,more than 30,more than 30,1 to 2,no change,2 to 4,0
3476,Friday,2,Apr,1994,Wednesday,Apr,2,Urban,1 vehicle,Policy Holder,No,No,Male,39,36 to 40,Married,2,Pontiac,Sedan,less than 20000,7 years,Collision,Sedan - Collision,13,External,400,more than 30,more than 30,more than 5,no change,none,0
3477,Sunday,2,May,1994,Tuesday,May,3,Urban,1 vehicle,Third Party,No,No,Male,52,41 to 50,Married,2,Ford,Sedan,30000 to 39000,more than 7,Collision,Sedan - Collision,3,External,400,more than 30,more than 30,none,no change,none,0
3478,Friday,3,Apr,1994,Monday,Apr,3,Urban,1 vehicle,Policy Holder,No,No,Male,28,31 to 35,Single,4,Honda,Sedan,less than 20000,6 years,All Perils,Sedan - All Perils,16,External,400,more than 30,more than 30,more than 5,no change,2 to 4,0
3479,Sunday,2,Apr,1994,Tuesday,Apr,2,Urban,1 vehicle,Third Party,No,No,Male,28,31 to 35,Single,3,Honda,Sedan,20000 to 29000,6 years,Collision,Sedan - Collision,9,External,400,more than 30,more than 30,more than 5,no change,1,0
3480,Thursday,2,Jun,1994,Monday,Jun,3,Urban,1 vehicle,Policy Holder,No,No,Male,54,41 to 50,Single,3,Honda,Sedan,20000 to 29000,more than 7,All Perils,Sedan - All Perils,13,External,400,more than 30,more than 30,more than 5,no change,none,0
3481,Saturday,5,May,1994,Monday,Jun,3,Urban,1 vehicle,Policy Holder,No,No,Female,27,31 to 35,Single,4,Pontiac,Sedan,less than 20000,5 years,Collision,Sedan - Collision,9,External,400,more than 30,more than 30,none,no change,more than 4,0
3482,Saturday,4,Aug,1994,Friday,Sep,1,Urban,1 vehicle,Third Party,No,No,Male,49,41 to 50,Married,1,Mazda,Sedan,30000 to 39000,more than 7,All Perils,Sedan - All Perils,13,External,400,more than 30,more than 30,3 to 5,no change,2 to 4,0
3483,Monday,2,May,1994,Friday,May,2,Urban,1 vehicle,Third Party,No,No,Male,34,31 to 35,Married,2,Pontiac,Sedan,20000 to 29000,6 years,All Perils,Sedan - All Perils,1,External,400,more than 30,more than 30,3 to 5,no change,1,0
3484,Friday,4,Sep,1994,Monday,Jan,3,Urban,1 vehicle,Policy Holder,No,No,Male,32,31 to 35,Married,3,Chevrolet,Sedan,20000 to 29000,7 years,Collision,Sedan - Collision,15,External,400,more than 30,more than 30,3 to 5,no change,more than 4,0
3485,Sunday,3,Nov,1994,Monday,Nov,5,Urban,1 vehicle,Policy Holder,No,No,Male,30,31 to 35,Married,3,Mazda,Sport,30000 to 39000,7 years,Liability,Sedan - Liability,14,External,400,more than 30,more than 30,3 to 5,no change,1,0
3486,Saturday,4,Dec,1994,Wednesday,Jun,5,Urban,3 to 4,Policy Holder,No,No,Male,38,36 to 40,Married,3,Pontiac,Sport,30000 to 39000,7 years,Liability,Sedan - Liability,2,External,400,more than 30,more than 30,more than 5,no change,more than 4,0
3487,Saturday,4,Dec,1994,Monday,Jan,1,Urban,2 vehicles,Policy Holder,No,No,Male,52,41 to 50,Married,3,Chevrolet,Sedan,30000 to 39000,more than 7,All Perils,Sedan - All Perils,11,External,400,more than 30,more than 30,none,4 to 8 years,1,0
3488,Thursday,4,Dec,1994,Sunday,Jan,1,Urban,1 vehicle,Third Party,No,No,Male,64,51 to 65,Married,1,Mazda,Sedan,20000 to 29000,more than 7,Collision,Sedan - Collision,10,External,400,more than 30,more than 30,more than 5,no change,1,0
3489,Friday,2,Feb,1994,Friday,Feb,2,Urban,1 vehicle,Policy Holder,No,No,Male,20,21 to 25,Single,2,Chevrolet,Sedan,20000 to 29000,4 years,Collision,Sedan - Collision,7,External,400,more than 30,more than 30,more than 5,no change,1,0
